Previous Score,Sleeping Hours,Practice exam,Delegation,Scholarship,Final Score
75.43710397,5.949083262,1,Alvaro Obregon,No,59.27315241
87.22807922,7.315768088,9,Xochimilco,No,94.04747672
69.32192158,8.182029978,1,Coyoacan,No,37.17446688
80.12543628,8.130653396,6,Coyoacan,No,74.39917572
77.900879,7.904294432,3,Coyoacan,No,57.02575645
75.43900533,6.948456442,8,Iztapalapa,No,77.08657455
84.30533319,9.583348466,8,Xochimilco,Yes,100
68.39158803,8.049806866,5,Iztacalco,No,64.82032193
69.2481355,7.333158054,9,Iztacalco,No,75.8425506
74.88099177,7.849882159,4,Alvaro Obregon,No,70.26109484
68.59853495,6.401447495,6,Iztapalapa,No,64.79554116
80.08012291,6.914134598,4,Iztacalco,No,51.18990343
67.86807696,3.877068941,8,Coyoacan,No,74.99044129
77.26304208,6.419878506,8,Benito Juarez,No,98.58852197
73.99827231,9.639832024,6,Xochimilco,No,65.57115196
77.14925965,7.222562916,3,Benito Juarez,No,69.01021352
70.40258605,7.160109666,0,Iztacalco,No,46.29521978
71.60911705,8.497906143,3,Iztapalapa,No,58.45729589
75.96009268,7.536738123,2,Iztacalco,No,59.81349246
77.02074506,5.820274294,0,Coyoacan,No,44.05087739
74.95798085,7.035486268,9,Iztapalapa,No,85.6842988
92.05362357,5.297171313,3,Benito Juarez,No,64.46409597
65.09263081,7.275418256,6,Xochimilco,Yes,80.60345018
74.35796205,5.743375071,1,Alvaro Obregon,No,56.2774631
59.26370978,8.392441918,6,Coyoacan,Yes,74.56071241
78.72081479,6.234639067,5,Iztapalapa,Yes,82.48417578
63.84753464,5.762944136,8,Alvaro Obregon,No,81.90020297
72.21689744,6.830752018,1,Coyoacan,Yes,56.71494692
71.27935675,7.548087729,5,Xochimilco,No,59.16119623
77.80891127,5.189002005,5,Xochimilco,Yes,76.84282404
69.47209082,6.218100104,5,Benito Juarez,No,72.52624985
69.04694302,7.157743459,2,Iztapalapa,No,47.67451889
89.35856464,9.007552824,5,Iztacalco,No,78.71343028
77.8456679,3.206926354,8,Iztapalapa,Yes,92.33272192
69.38949148,7.922744806,2,Iztapalapa,Yes,50.69155612
72.49166328,6.424651653,1,Coyoacan,Yes,50.05461573
91.45354952,6.25808448,7,Iztacalco,Yes,97.68476031
72.64835122,5.97830956,2,Benito Juarez,No,54.89025117
68.10723377,6.454156625,4,Alvaro Obregon,No,69.66746579
68.1500385,7.931225801,4,Benito Juarez,No,67.88813696
69.50873519,6.194820293,1,Iztacalco,No,37.15359024
69.05502278,9.487888024,1,Xochimilco,Yes,65.7886135
62.20352152,7.935800176,5,Alvaro Obregon,No,77.61691985
63.75799903,7.296958188,1,Iztapalapa,No,41.70827233
66.70679626,6.750915823,5,Alvaro Obregon,No,71.45865565
80.91571018,8.784781306,6,Iztapalapa,Yes,89.96799493
71.18762713,9.00402953,3,Xochimilco,No,51.66547845
72.92838311,5.257926779,9,Iztacalco,No,82.47238585
87.70088025,5.947152842,3,Benito Juarez,No,76.67298778
87.9500715,7.95194531,2,Coyoacan,No,54.98288603
72.17875057,8.405021417,0,Alvaro Obregon,Yes,69.89408065
68.69136489,6.549489178,3,Coyoacan,No,49.71093002
66.35569686,5.88633271,2,Xochimilco,Yes,55.07083039
81.9277577,7.117918939,7,Coyoacan,No,76.13725541
72.95292766,9.215040146,4,Alvaro Obregon,No,72.9339862
71.1350511,7.06155139,6,Coyoacan,No,73.76697285
66.86335425,5.104088845,2,Coyoacan,Yes,48.91190093
67.30333591,7.164374841,2,Coyoacan,No,41.42736993
78.20058191,8.174122107,5,Benito Juarez,Yes,99.53572941
61.84561734,6.847934033,9,Iztapalapa,No,73.57159075
84.94868694,8.887250219,3,Benito Juarez,No,76.92446452
69.66155356,8.298773553,7,Xochimilco,No,67.9350748
73.50364056,6.907361614,2,Xochimilco,Yes,61.4445002
61.63022042,7.064716029,4,Benito Juarez,No,57.60810257
74.87634062,4.237360442,0,Xochimilco,No,31.07436172
71.71679057,8.815340087,0,Iztapalapa,No,42.95537725
74.49919401,6.505723977,7,Iztapalapa,No,81.15567808
89.71708898,6.400064891,6,Xochimilco,No,78.23238664
76.77698046,6.17521959,0,Coyoacan,No,36.1355987
67.05340816,7.685046344,5,Benito Juarez,No,76.90849542
67.88680089,5.306960499,1,Alvaro Obregon,Yes,63.46909884
80.95131186,5.523740827,0,Alvaro Obregon,No,46.55530442
87.98693291,6.921212347,9,Coyoacan,No,97.28492675
77.81918021,6.060230003,4,Benito Juarez,No,63.56118909
81.88712745,7.50285036,4,Coyoacan,Yes,71.89513292
81.09737723,6.115166081,1,Benito Juarez,No,53.95531131
89.19064413,9.392554397,4,Coyoacan,No,67.09593743
55.50409827,8.04018626,6,Iztapalapa,No,66.2285224
81.67218939,8.021329319,3,Alvaro Obregon,Yes,84.95140182
84.83736044,6.092557369,1,Xochimilco,No,49.67593955
61.61276294,10.60851951,4,Coyoacan,Yes,69.34898199
66.14331816,6.341483479,5,Benito Juarez,No,77.28769334
66.49217251,5.929284584,7,Xochimilco,No,57.1619409
67.71209804,8.060113895,8,Xochimilco,No,84.19068728
70.18282949,7.292842199,9,Xochimilco,No,83.44022809
77.42602813,5.772423536,7,Alvaro Obregon,No,84.81426631
83.65674651,10.29377074,6,Coyoacan,No,73.77368344
85.81316958,8.463399247,8,Iztacalco,No,90.77452041
66.62176939,7.006007952,8,Alvaro Obregon,Yes,100
66.55297001,10.6016652,5,Xochimilco,No,59.95966517
88.1582184,8.216170216,2,Iztacalco,No,53.71811479
81.46743935,6.982148545,7,Benito Juarez,No,92.90063459
75.82864842,10.42215647,2,Iztapalapa,No,55.71957316
79.73336676,7.9884771,0,Iztapalapa,Yes,47.65226753
74.70196218,7.922867893,3,Benito Juarez,Yes,86.75165552
80.24584683,6.420478559,8,Iztacalco,No,84.88092462
71.63933303,7.074120229,7,Xochimilco,Yes,77.89636935
77.68804934,6.383960506,5,Iztapalapa,Yes,78.60921414
59.8945395,9.159603619,2,Xochimilco,No,44.16062382
68.12215705,4.585878785,2,Iztapalapa,No,40.64877379
68.22988823,9.04880565,6,Iztacalco,No,68.36170673
71.25609967,5.683986207,4,Coyoacan,No,54.61610874
65.73486745,6.913118195,2,Iztapalapa,Yes,54.04222212
69.66456374,6.557175418,0,Iztapalapa,No,41.2920995
59.85585938,6.21977127,8,Coyoacan,No,67.05000883
80.48700476,8.034676222,4,Iztacalco,No,61.97478022
74.17486481,6.99221618,6,Iztacalco,No,66.81518122
57.94792392,5.99845186,9,Coyoacan,No,77.59978915
66.65170089,7.230993295,8,Iztapalapa,Yes,85.14127514
78.36601428,5.95586991,3,Coyoacan,No,55.35202192
69.56978054,6.193336751,4,Benito Juarez,No,67.42347968
68.0305854,4.754105366,2,Xochimilco,No,42.72366885
74.25407323,6.32453651,6,Coyoacan,No,70.79240805
78.43597535,7.74130679,0,Xochimilco,Yes,56.1102503
60.63647543,7.055687377,7,Alvaro Obregon,No,85.61433161
80.50128481,9.722595503,2,Iztacalco,No,57.76907474
66.99706718,10.91922621,3,Iztapalapa,No,60.298799
74.82072032,6.303672406,9,Iztapalapa,No,82.75793394
74.64579859,5.750023363,3,Benito Juarez,No,68.40847558
69.72933882,8.69472482,6,Iztapalapa,No,70.92807017
64.76340254,7.502812363,6,Benito Juarez,No,61.98211838
72.14313452,8.703811416,3,Benito Juarez,No,65.71830688
91.25330309,7.598246097,5,Iztacalco,No,78.564102
61.3832497,6.70846323,7,Benito Juarez,No,80.05182328
91.92313019,6.716972428,9,Iztacalco,Yes,100
72.40278829,7.649165168,3,Xochimilco,No,52.61145455
75.35371417,6.683329156,0,Xochimilco,Yes,51.01475124
64.13289189,8.829251865,6,Benito Juarez,No,81.12550509
67.28730583,5.046494141,1,Xochimilco,No,35.35223314
69.9709035,8.821215454,2,Coyoacan,No,44.66814271
64.54305029,4.189898878,7,Iztacalco,No,65.53733164
72.91082043,7.21765343,1,Alvaro Obregon,No,55.24492992
70.92984108,6.503435904,1,Coyoacan,No,39.8991701
93.50781142,4.725466445,3,Benito Juarez,No,63.44494639
63.34025814,3.909970875,5,Alvaro Obregon,No,57.93501695
76.02690517,5.353727995,9,Iztacalco,Yes,95.12800441
77.47846282,7.06852649,1,Alvaro Obregon,Yes,63.49458038
64.29679451,6.096723807,8,Alvaro Obregon,No,86.26261957
81.86827495,5.438576648,1,Benito Juarez,No,60.63463174
71.01672987,9.028421624,8,Coyoacan,Yes,80.64212523
50.07610348,5.151722983,6,Alvaro Obregon,No,63.90593105
81.59849612,8.018675997,2,Coyoacan,Yes,63.97348079
63.83059116,5.666504487,8,Xochimilco,Yes,73.23613275
64.52225054,5.3157911,8,Alvaro Obregon,Yes,100
81.87902083,6.09424206,5,Iztacalco,Yes,85.67506011
71.52838518,7.929874071,1,Benito Juarez,Yes,69.53366762
84.17772151,4.942801365,6,Alvaro Obregon,No,86.84500547
87.10166095,7.431182891,3,Benito Juarez,Yes,89.92988312
68.5507154,5.558860003,3,Xochimilco,No,53.12222219
82.93262496,5.828849695,6,Xochimilco,No,70.4925124
67.44539199,7.600962384,4,Coyoacan,No,53.84384762
97.33115917,10.26022424,0,Alvaro Obregon,No,76.38856117
68.07042995,5.633474515,2,Iztacalco,No,33.5783172
85.26087441,8.079820875,6,Iztapalapa,No,70.63499314
83.43790026,6.530931434,8,Coyoacan,Yes,100
78.16087822,6.287884818,8,Benito Juarez,No,91.89559072
68.29456839,8.607064015,6,Coyoacan,Yes,75.90320956
73.48602508,5.734715784,4,Iztacalco,No,52.23745501
53.46411887,5.26883016,3,Xochimilco,No,46.43199177
77.24420038,7.690263693,8,Benito Juarez,No,90.46736831
78.49615331,9.392175695,5,Benito Juarez,No,83.4436668
76.33499419,8.124992058,9,Benito Juarez,No,94.44140488
45.26693829,4.889473929,1,Iztapalapa,No,22.00819594
62.34363555,6.077000434,2,Xochimilco,Yes,41.15013557
67.51909017,8.469397362,6,Xochimilco,Yes,86.721079
77.91658933,9.371665327,3,Iztapalapa,No,58.87206158
77.89338906,7.343066988,6,Benito Juarez,Yes,96.67752206
73.29776208,6.131241199,4,Iztapalapa,No,56.74349551
81.35245537,9.469028259,0,Benito Juarez,No,57.58305803
64.73757625,6.888109622,9,Iztacalco,Yes,92.31885664
81.10235006,6.091287139,2,Benito Juarez,Yes,67.4531888
79.74742105,5.837601193,8,Iztapalapa,No,73.78966163
78.77554733,5.20747248,3,Iztacalco,No,64.30043204
73.17959569,11.25037064,4,Iztacalco,Yes,78.13263894
93.30743825,9.131436798,1,Iztapalapa,Yes,73.37636476
79.93195688,6.015560026,9,Benito Juarez,No,90.22625295
65.31664137,9.59773889,7,Iztapalapa,No,71.57868493
77.48305476,7.79995326,0,Coyoacan,No,40.15330309
82.52483377,7.711162002,3,Iztapalapa,No,46.73265446
69.11891401,5.923124455,5,Iztacalco,Yes,84.69573306
85.89272247,6.228809233,7,Benito Juarez,Yes,100
78.82033706,6.936363948,3,Alvaro Obregon,Yes,68.52178767
51.57521662,4.051676508,1,Benito Juarez,No,52.21700067
77.99671977,6.269769785,3,Iztacalco,Yes,66.47759529
70.93970846,7.006734447,0,Xochimilco,No,37.09436728
80.37179815,8.96427836,7,Benito Juarez,No,98.71894295
84.4421484,6.075178681,8,Iztacalco,No,79.98515777
76.95162047,8.218207167,2,Alvaro Obregon,Yes,78.11275396
91.65252234,3.90925927,7,Xochimilco,Yes,88.83439914
73.21293115,8.750545263,8,Xochimilco,Yes,96.67787181
81.24817823,5.649479549,7,Iztapalapa,No,76.75256273
83.04942574,7.195409454,1,Xochimilco,Yes,63.95377017
74.02654031,7.609514679,1,Coyoacan,No,46.00054703
82.78774308,7.315269336,9,Benito Juarez,No,100
69.05327013,6.839830362,3,Alvaro Obregon,Yes,81.20509789
70.77431581,5.137725572,0,Benito Juarez,No,41.86429842
61.8751131,5.665688623,2,Coyoacan,No,34.90383783
77.41409116,8.494647915,3,Coyoacan,Yes,66.08519062
78.25251676,6.103933812,1,Coyoacan,No,40.90605552
86.79263159,6.84505661,6,Alvaro Obregon,No,91.82682517
82.91140004,4.761870614,9,Xochimilco,No,90.48217844
72.15204443,8.287860042,2,Coyoacan,No,47.76576404
63.21820313,5.02077544,6,Coyoacan,Yes,71.23183891
79.32850403,8.373944213,6,Xochimilco,Yes,85.3507323
86.10753172,5.405932359,8,Coyoacan,No,86.48189824
82.55184974,8.521762045,3,Coyoacan,No,63.69496018
85.84477525,7.015289373,3,Xochimilco,No,69.27959971
72.88110469,6.161863905,0,Alvaro Obregon,Yes,64.74774257
70.33381032,9.400602633,5,Benito Juarez,No,78.53868585
67.63098648,6.896717511,5,Alvaro Obregon,Yes,86.41174256
74.44103533,6.45728156,6,Xochimilco,No,66.62725775
74.21409204,8.363676891,8,Alvaro Obregon,No,100
77.06677629,4.779314333,9,Coyoacan,No,70.77393832
73.70702543,3.209251594,9,Iztapalapa,No,79.08056932
73.6637227,8.73696996,9,Xochimilco,No,90.58165412
67.23305947,5.745546882,8,Benito Juarez,No,92.18438287
84.41619014,8.296933638,4,Benito Juarez,Yes,95.38467691
75.76518062,7.069243558,1,Iztapalapa,Yes,59.61491172
73.25556066,5.254015804,0,Benito Juarez,No,45.07289213
67.52570747,7.91092363,1,Xochimilco,Yes,54.37390091
61.6808689,6.384744715,1,Coyoacan,No,33.62633892
88.07964193,5.383989496,0,Coyoacan,No,40.17179671
80.54638708,5.423055442,7,Coyoacan,No,77.44161147
58.76082157,4.400741869,2,Coyoacan,No,39.27125138
82.63142301,7.604537323,9,Iztacalco,No,87.16832777
84.2248117,5.596898883,9,Coyoacan,No,82.04607614
76.24376122,6.947916808,7,Iztacalco,No,70.0630958
90.98110896,6.727416258,5,Xochimilco,Yes,87.1511159
77.16719642,5.587664978,0,Benito Juarez,No,43.49864057
60.83176472,4.715650429,6,Benito Juarez,No,62.67167972
78.65169001,10.80056624,2,Iztacalco,No,62.09788811
77.44897302,6.927201211,8,Benito Juarez,No,88.23248809
68.96703151,9.735074429,8,Alvaro Obregon,No,98.94823226
80.73558837,8.747405176,3,Iztapalapa,No,56.14883625
58.32334734,6.518252048,1,Alvaro Obregon,No,43.01403213
84.90566827,7.271446956,9,Iztacalco,No,89.8115424
66.21878296,7.227873673,8,Iztapalapa,No,71.04892828
65.15053875,9.766301033,4,Xochimilco,Yes,65.53724366
73.86175228,8.244750537,7,Iztacalco,No,74.19426593
79.32972928,5.789090881,8,Coyoacan,Yes,100
76.63924064,7.527428255,0,Iztapalapa,Yes,51.56322897
67.57340834,8.206471512,2,Iztacalco,Yes,60.52180816
69.93910709,5.237021427,6,Coyoacan,No,62.34101187
63.66957653,7.741224017,1,Benito Juarez,Yes,65.94075296
72.75320098,9.018233434,3,Iztacalco,Yes,71.43838576
85.75021215,5.713791023,3,Xochimilco,No,57.67472861
74.95737062,5.921022149,6,Iztapalapa,Yes,85.30101707
83.59414255,8.740708758,1,Benito Juarez,No,68.09038648
89.55401338,6.468645531,7,Iztacalco,No,80.60900469
69.11981481,5.52698738,7,Iztacalco,No,68.91907982
73.13426747,8.323409565,5,Benito Juarez,Yes,100
96.71192861,7.865281355,3,Xochimilco,Yes,82.26330375
89.44343412,7.141590861,1,Xochimilco,No,58.9277732
58.27595474,8.686873943,2,Coyoacan,No,56.1205145
78.87148316,8.793452865,2,Iztapalapa,Yes,61.25523444
75.00559992,6.875765637,2,Xochimilco,Yes,61.32600126
83.26453111,9.961489581,3,Coyoacan,Yes,72.58272171
67.55021233,9.37508493,6,Iztapalapa,Yes,74.43724541
66.60391628,4.023552325,8,Benito Juarez,No,74.72554595
68.23929285,5.454823865,9,Coyoacan,Yes,87.21787981
69.28071454,3.617062271,3,Xochimilco,Yes,61.34693571
83.15324167,6.512927508,6,Alvaro Obregon,Yes,97.69963449
63.18798827,5.183172703,9,Alvaro Obregon,No,89.90575681
68.773861,5.778522402,5,Iztacalco,Yes,72.70360165
57.10987609,8.63585222,9,Coyoacan,No,85.51957259
85.07117823,4.36775641,8,Xochimilco,Yes,84.56273234
87.71030099,7.194603612,7,Iztacalco,Yes,98.90137099
71.72926569,7.185514664,1,Xochimilco,No,40.58097566
72.02050635,6.876416069,2,Coyoacan,No,51.09094545
79.53221902,7.196168023,5,Iztapalapa,No,70.29255832
89.74482007,3.651577434,4,Iztapalapa,Yes,74.03455971
79.08610748,5.785668226,1,Benito Juarez,No,54.49459493
68.02458058,9.314501298,1,Alvaro Obregon,No,47.98253525
58.81177428,5.204693372,4,Alvaro Obregon,No,58.97149327
63.84873737,9.49991622,4,Benito Juarez,Yes,82.0071582
75.7321945,4.889766382,0,Benito Juarez,No,42.56481207
68.44672477,4.709439051,9,Benito Juarez,No,86.21606126
76.94967706,5.572331774,2,Xochimilco,Yes,51.35103031
69.47075984,8.693624452,8,Benito Juarez,No,91.60444516
64.41853569,6.180818755,9,Coyoacan,No,76.09905477
63.22968369,7.518110483,2,Benito Juarez,No,57.72241544
90.62354509,7.110455383,5,Iztacalco,Yes,82.07082379
83.88987749,6.918306726,5,Benito Juarez,Yes,98.79357623
92.30517952,8.911177139,1,Coyoacan,No,63.81947116
80.39950901,8.157276911,6,Alvaro Obregon,No,82.68287488
70.70008591,5.285645204,8,Alvaro Obregon,No,84.76687055
88.23340922,6.586643825,8,Alvaro Obregon,Yes,100
74.66931999,9.61515973,7,Coyoacan,Yes,89.94546482
77.2084177,7.479342684,4,Benito Juarez,No,68.87189836
74.57175621,4.738231054,7,Iztapalapa,Yes,88.83056429
45.53095781,4.844441646,8,Alvaro Obregon,Yes,93.19657651
91.04735012,8.335217963,0,Alvaro Obregon,No,57.73453937
79.91003946,8.053655976,0,Iztapalapa,Yes,54.99071161
78.29823061,5.617951637,4,Benito Juarez,No,81.64147381
74.38223938,8.121445268,6,Alvaro Obregon,No,79.50402115
76.6342782,9.399088205,8,Benito Juarez,Yes,100
69.02721064,9.186788259,8,Iztacalco,No,78.6148562
81.16579352,9.406417055,2,Iztapalapa,No,56.17029277
61.92901656,7.833233163,0,Coyoacan,No,41.83962011
76.86068432,6.733510271,2,Benito Juarez,No,64.04350653
80.61573471,6.396279879,7,Iztapalapa,No,64.51545642
73.01330866,6.973919667,6,Iztapalapa,No,70.25245924
78.70867792,5.685965043,4,Iztapalapa,No,59.74777769
65.08665608,6.461051913,9,Xochimilco,No,71.25123163
65.34173229,8.912679622,8,Coyoacan,No,78.79880057
77.36717121,4.586393487,3,Xochimilco,No,44.93474043
81.78549655,4.688995411,5,Alvaro Obregon,No,71.82834294
56.25134344,8.245795907,4,Iztacalco,No,55.04140757
80.22020635,6.474740613,5,Alvaro Obregon,No,86.67173914
69.567985,4.111535463,3,Benito Juarez,Yes,72.5894662
73.07193913,6.907998765,2,Iztapalapa,No,40.31951071
61.60482076,6.693817623,4,Alvaro Obregon,No,73.24307278
66.4838276,6.353373285,4,Coyoacan,Yes,69.08503667
84.66125326,8.02855904,1,Coyoacan,Yes,62.01921125
75.32863374,5.000206647,9,Xochimilco,No,80.8591761
71.17221598,7.019478122,3,Xochimilco,Yes,65.10768283
73.83511647,6.683541258,2,Iztacalco,Yes,54.42324185
79.89211825,7.056737842,6,Alvaro Obregon,Yes,86.52839874
79.40494496,4.401720763,4,Xochimilco,No,49.9453264
74.24973,6.216026668,5,Xochimilco,No,67.63168726
85.92959111,7.029653787,6,Coyoacan,Yes,93.98141881
84.70462637,7.811739454,1,Xochimilco,No,46.02975492
79.13372029,9.769594758,9,Coyoacan,No,86.06727069
75.54611783,8.208922583,3,Xochimilco,Yes,63.39969309
81.57321095,7.691732801,5,Iztacalco,No,57.39816979
78.14267422,8.907212188,2,Benito Juarez,No,79.73044222
85.60800072,6.54426633,5,Alvaro Obregon,No,72.36992295
83.99561377,9.330892245,9,Benito Juarez,Yes,100
64.81746099,8.678909185,0,Iztapalapa,Yes,51.94121929
64.14036829,6.331183314,7,Benito Juarez,No,78.68303386
67.98750456,9.885932764,9,Coyoacan,No,88.67599231
84.7613869,7.670402972,4,Coyoacan,No,70.94382696
59.23691003,10.28945346,0,Benito Juarez,No,51.01749409
78.94757389,7.454773381,9,Benito Juarez,Yes,100
78.62543091,6.157105211,9,Iztapalapa,Yes,96.14347664
86.62648059,5.848695035,0,Xochimilco,No,38.13377812
76.80338691,6.466384818,9,Iztapalapa,No,88.45254202
61.56790609,6.143057587,2,Alvaro Obregon,Yes,70.6571019
65.40645039,8.907082835,5,Coyoacan,Yes,79.55490058
63.18004478,6.956538633,1,Alvaro Obregon,Yes,60.83483057
69.62056034,4.578965991,7,Alvaro Obregon,No,73.27624682
73.17098433,7.319506474,9,Benito Juarez,No,99.49480344
63.34558474,7.188269565,6,Coyoacan,Yes,81.34815592
89.70661991,6.297088568,1,Alvaro Obregon,No,64.73448944
61.74718628,7.401388033,0,Benito Juarez,No,43.09260592
88.46103424,6.93383585,6,Iztacalco,No,72.47246309
86.85163031,7.950648051,6,Iztapalapa,No,73.08168556
83.9830255,7.862468408,2,Benito Juarez,No,76.38457781
68.06233393,7.547354285,9,Benito Juarez,Yes,100
78.42450879,5.051716144,7,Alvaro Obregon,No,82.56068975
62.22628866,10.17852509,7,Benito Juarez,No,86.28065942
84.10907035,4.666021445,4,Xochimilco,Yes,68.03873502
74.26015218,6.806936235,6,Benito Juarez,No,78.88841973
70.90679785,5.358349973,2,Xochimilco,No,30.73332683
62.76255153,7.594507242,5,Alvaro Obregon,No,65.50755499
50.22493881,7.207608587,2,Benito Juarez,No,53.98938627
64.61459143,6.746850873,8,Xochimilco,Yes,85.75764641
86.12798196,9.276659176,6,Iztapalapa,No,79.18187906
70.97166572,8.662743876,0,Coyoacan,Yes,51.59625896
73.30671143,6.509326985,7,Alvaro Obregon,No,85.61927099
81.55554358,8.206201963,8,Iztacalco,Yes,96.55707754
93.05668878,9.347020387,9,Iztacalco,Yes,100
88.25004655,8.652017559,1,Xochimilco,No,62.0143497
65.27664996,6.795672122,0,Coyoacan,Yes,48.05173395
55.57429429,4.614548648,3,Iztapalapa,No,43.79969621
98.59614259,7.486971857,8,Benito Juarez,Yes,100
97.68991612,8.002915503,5,Xochimilco,No,83.299935
76.88453596,5.84557465,9,Iztacalco,No,90.3717881
62.29511754,7.033817901,7,Benito Juarez,Yes,89.22259723
84.63226534,6.875668287,6,Iztapalapa,No,74.84470611
73.92016314,9.081565954,4,Alvaro Obregon,Yes,81.82330689
73.87018877,9.780724263,4,Coyoacan,Yes,77.17790616
83.94458843,8.762821705,5,Xochimilco,No,71.45028935
78.34374747,6.871666475,5,Iztapalapa,Yes,80.7169096
63.14185089,8.72157437,4,Iztacalco,Yes,72.74371592
71.75258065,7.973182309,7,Iztacalco,No,70.51077061
81.61152929,6.887650635,2,Coyoacan,Yes,66.70084931
80.10252222,10.13858543,8,Alvaro Obregon,No,98.53311377
77.62016574,5.89297234,4,Iztapalapa,No,55.54557336
84.33422954,7.905863463,8,Iztacalco,No,89.22560266
71.38283012,8.259340968,4,Xochimilco,Yes,71.26088159
76.78669775,6.568751741,2,Iztacalco,No,48.85755002
41.244209,7.838707282,8,Alvaro Obregon,No,72.06616717
70.50349806,8.418245875,1,Iztacalco,No,42.21116227
82.63902909,7.366951631,4,Iztacalco,Yes,76.79320225
71.09605533,7.708743345,2,Benito Juarez,No,63.76942804
70.33772608,7.158146684,6,Coyoacan,Yes,69.48757169
64.58547048,8.196280167,3,Xochimilco,Yes,51.97454882
85.03365893,6.656531996,7,Benito Juarez,Yes,96.51226817
80.48463274,6.532303325,0,Iztacalco,No,44.41768287
83.25414598,7.030840231,4,Alvaro Obregon,No,77.00762653
57.73786038,8.775503311,7,Xochimilco,No,79.85854622
73.39549957,4.378955277,1,Coyoacan,Yes,54.86180401
72.19888992,5.635946025,5,Iztapalapa,No,67.75330997
72.19428293,10.41365507,6,Iztapalapa,No,75.8513956
68.83972456,7.412782625,5,Alvaro Obregon,Yes,78.24463892
71.53895728,6.38944593,9,Iztapalapa,No,80.74020845
83.49644783,8.192277753,2,Xochimilco,No,57.51139294
55.87148647,5.8224595,5,Benito Juarez,Yes,81.56820866
92.77294768,3.845816632,6,Iztacalco,Yes,79.00700136
79.83841125,7.532199922,2,Iztapalapa,No,50.67397964
74.57668104,5.903824249,9,Xochimilco,No,88.62139502
84.06834146,7.152084667,1,Xochimilco,No,41.56233064
60.48165255,7.494101185,2,Xochimilco,Yes,58.48683227
68.35299095,7.213174254,0,Xochimilco,No,36.133746
73.78924568,4.436506882,6,Benito Juarez,Yes,97.57593253
88.6556037,7.039421264,3,Coyoacan,Yes,74.59299127
74.53503419,7.666902912,2,Alvaro Obregon,No,61.21500555
79.50054671,4.899911105,5,Xochimilco,No,60.78483186
69.10421004,4.721239662,2,Coyoacan,No,45.29824028
79.86842069,5.396463121,9,Coyoacan,No,89.81719749
91.77239593,8.120147108,2,Benito Juarez,Yes,81.38093166
84.95526692,4.00252638,8,Xochimilco,No,78.53670709
74.18544012,8.244660777,1,Xochimilco,Yes,64.31877305
81.75490847,7.588083622,4,Iztapalapa,Yes,76.76373405
80.77516955,6.613747074,9,Benito Juarez,No,97.91481824
80.06587672,4.779055506,9,Iztapalapa,No,87.94524652
86.11953361,5.805298683,1,Iztacalco,Yes,66.58369963
86.04477704,8.172856078,5,Alvaro Obregon,No,80.46810399
73.72841403,8.885087803,3,Iztacalco,Yes,71.14371997
81.41879061,5.452955774,6,Xochimilco,No,72.55919929
71.16905079,8.712795265,0,Iztapalapa,No,36.58023542
65.76927604,8.028812849,7,Iztapalapa,No,75.16894395
72.30506244,6.989744203,1,Coyoacan,No,39.71459322
74.23721848,5.893217306,3,Iztapalapa,Yes,68.53583702
58.38419011,6.127914968,6,Coyoacan,No,63.47358776
83.60332559,9.734383924,7,Xochimilco,No,91.71780216
47.32674577,7.267662721,8,Coyoacan,No,55.68854492
100,8.994802513,4,Alvaro Obregon,No,96.22866681
90.01879134,7.362336975,8,Iztapalapa,No,85.5681735
72.38991276,6.320953112,8,Xochimilco,Yes,88.16672852
75.09426361,7.876135271,2,Iztacalco,No,45.78484967
78.02971874,10.23675261,6,Benito Juarez,Yes,98.59732781
69.10839612,6.033825009,7,Coyoacan,No,72.60230124
76.92619148,8.370803355,0,Xochimilco,No,34.13715163
73.56000022,7.285763473,9,Benito Juarez,No,93.72403238
74.05727283,4.825722975,4,Coyoacan,No,51.19693943
76.81461063,4.792189236,0,Iztacalco,No,35.27517353
61.86472202,6.32202438,2,Coyoacan,Yes,41.133549
75.39569724,7.521232876,1,Alvaro Obregon,No,54.4474094
76.63447747,8.317559455,1,Coyoacan,No,44.27054059
76.28849621,4.643630419,3,Iztapalapa,Yes,60.0840476
72.84169245,7.97904628,4,Alvaro Obregon,Yes,84.15880551
86.37857776,6.822429617,0,Coyoacan,Yes,53.16308618
71.46347445,7.004970672,5,Coyoacan,Yes,82.20270265
77.27325907,7.882917769,4,Benito Juarez,No,78.95649373
87.97297534,9.61915798,3,Coyoacan,No,65.78091437
74.2062386,7.455462701,5,Xochimilco,Yes,79.65182556
77.14463267,4.964894526,1,Xochimilco,Yes,63.21826579
74.03615364,6.719361231,7,Alvaro Obregon,No,92.64600588
87.37369794,8.278201035,5,Xochimilco,No,70.29980513
72.42275438,8.327565095,2,Coyoacan,No,58.1177903
87.83354577,7.998736561,3,Benito Juarez,No,74.910496
73.96412105,6.234953267,1,Iztacalco,No,43.84531408
66.40540277,4.948262054,3,Benito Juarez,Yes,72.25006079
81.79373171,7.884261634,8,Benito Juarez,No,93.88288604
71.95332166,5.178644711,3,Coyoacan,No,59.82687482
81.20500899,8.039516525,7,Iztacalco,No,80.74019712
47.70595615,8.039934038,2,Xochimilco,No,48.464606
75.05205262,6.298460595,4,Alvaro Obregon,Yes,83.44024433
70.40394701,6.831305065,1,Xochimilco,No,30.51000207
